ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
201950_x_at	3.68e-14	5.90e-16	-12.694461	26.169844	-2.2786361	CAPZB	capping actin protein of muscle Z-line beta subunit
201689_s_at	3.72e-14	5.98e-16	-12.689708	26.157315	-4.7696004	TPD52	tumor protein D52
219017_at	3.73e-14	6.00e-16	-12.688233	26.153428	-3.8280976	ETNK1	ethanolamine kinase 1
220452_x_at	3.74e-14	6.03e-16	12.686635	26.149214	1.7887325		
219058_x_at	3.78e-14	6.11e-16	12.681153	26.13476	1.8959531	TINAGL1	tubulointerstitial nephritis antigen like 1
202374_s_at	3.79e-14	6.14e-16	-12.679419	26.130185	-3.5152734	RAB3GAP2///AURKAPS1	RAB3 GTPase activating non-catalytic protein subunit 2///aurora kinase A pseudogene 1
241627_x_at	3.84e-14	6.23e-16	12.673992	26.115871	2.0032001	ARHGEF40	Rho guanine nucleotide exchange factor 40
212680_x_at	3.84e-14	6.25e-16	-12.67279	26.112699	-2.0428493	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
217188_s_at	3.85e-14	6.27e-16	-12.671361	26.108928	-4.0414382	C14orf1	chromosome 14 open reading frame 1
203851_at	3.86e-14	6.31e-16	12.669271	26.103415	3.9289607	IGFBP6	insulin like growth factor binding protein 6
225100_at	3.89e-14	6.36e-16	-12.666071	26.094968	-2.928497	FBXO45	F-box protein 45
200810_s_at	3.89e-14	6.38e-16	12.664907	26.091898	2.2145106	CIRBP	cold inducible RNA binding protein
226187_at	4.04e-14	6.64e-16	-12.650161	26.052965	-2.9228228	CDS1	CDP-diacylglycerol synthase 1
37892_at	4.07e-14	6.71e-16	-12.645902	26.041713	-8.1874369	COL11A1	collagen type XI alpha 1 chain
235561_at	4.15e-14	6.85e-16	12.638187	26.02133	2.4044243	TXNL1	thioredoxin like 1
208840_s_at	4.15e-14	6.86e-16	-12.637739	26.020144	-3.0735072	G3BP2	G3BP stress granule assembly factor 2
225580_at	4.22e-14	6.99e-16	-12.630534	26.0011	-2.871794	MRPL50	mitochondrial ribosomal protein L50
1555797_a_at	4.25e-14	7.06e-16	-12.626645	25.990818	-3.0721689	ARPC5	actin related protein 2/3 complex subunit 5
222606_at	4.40e-14	7.33e-16	-12.612582	25.953618	-2.7536945	ZWILCH	zwilch kinetochore protein
204822_at	4.40e-14	7.34e-16	-12.612193	25.952589	-5.0011734	TTK	TTK protein kinase
40016_g_at	4.42e-14	7.38e-16	12.610004	25.946798	2.9747594	MAST4	microtubule associated serine/threonine kinase family member 4
212761_at	4.46e-14	7.46e-16	12.605713	25.93544	2.3910675	TCF7L2	transcription factor 7 like 2
201812_s_at	4.48e-14	7.52e-16	12.602944	25.928111	1.4992882	C4orf46///TOMM7	chromosome 4 open reading frame 46///translocase of outer mitochondrial membrane 7
201761_at	4.48e-14	7.53e-16	-12.602494	25.926919	-3.1362269	MTHFD2	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase
212353_at	4.52e-14	7.62e-16	-12.597996	25.915012	-4.6562118	SULF1	sulfatase 1
1554553_s_at	4.71e-14	7.95e-16	-12.581943	25.872486	-3.2068636	YIF1B	Yip1 interacting factor homolog B, membrane trafficking protein
219230_at	4.86e-14	8.22e-16	12.56938	25.839187	4.3032922	TMEM100	transmembrane protein 100
204224_s_at	4.90e-14	8.30e-16	-12.565733	25.829515	-4.1991702	GCH1	GTP cyclohydrolase 1
224642_at	4.91e-14	8.35e-16	-12.563344	25.82318	-3.951161	FYTTD1	forty-two-three domain containing 1
202721_s_at	4.91e-14	8.35e-16	-12.563194	25.82278	-3.4128325	GFPT1	glutamine--fructose-6-phosphate transaminase 1
209142_s_at	4.95e-14	8.44e-16	-12.559539	25.813084	-3.2444832	UBE2G1	ubiquitin conjugating enzyme E2 G1
212125_at	5.05e-14	8.62e-16	-12.551235	25.791053	-3.3950218	RANGAP1	Ran GTPase activating protein 1
217208_s_at	5.12e-14	8.75e-16	-12.54576	25.776521	-3.5697866	DLG1	discs large MAGUK scaffold protein 1
218401_s_at	5.18e-14	8.89e-16	-12.539928	25.761036	-3.0546417	ZNF281	zinc finger protein 281
32625_at	5.21e-14	8.95e-16	12.537121	25.753581	4.3376358	NPR1	natriuretic peptide receptor 1
227068_at	5.29e-14	9.11e-16	-12.530672	25.736454	-4.351839	PGK1	phosphoglycerate kinase 1
202366_at	5.29e-14	9.14e-16	12.529131	25.732359	2.1728003	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain
205507_at	5.29e-14	9.15e-16	12.52912	25.73233	2.3678498	ARHGEF15	Rho guanine nucleotide exchange factor 15
227897_at	5.29e-14	9.15e-16	-12.528817	25.731524	-4.1471848	RAP2B	RAP2B, member of RAS oncogene family
202593_s_at	5.34e-14	9.27e-16	-12.524099	25.718987	-4.7375207	GDE1	glycerophosphodiester phosphodiesterase 1
213007_at	5.40e-14	9.38e-16	-12.51959	25.707005	-3.8386589	FANCI	Fanconi anemia complementation group I
201392_s_at	5.48e-14	9.55e-16	-12.513005	25.689499	-3.7174404	IGF2R	insulin like growth factor 2 receptor
219960_s_at	5.56e-14	9.69e-16	-12.507301	25.674331	-2.934474	UCHL5	ubiquitin C-terminal hydrolase L5
201768_s_at	5.58e-14	9.75e-16	-12.505177	25.668682	-2.7488617	CLINT1	clathrin interactor 1
228851_s_at	5.72e-14	1.00e-15	-12.494804	25.641084	-3.8843967	ENSA	endosulfine alpha
208644_at	5.76e-14	1.01e-15	-12.491499	25.63229	-2.183234	PARP1	poly(ADP-ribose) polymerase 1
236262_at	5.78e-14	1.02e-15	12.489548	25.627096	3.512636	MMRN2	multimerin 2
211536_x_at	5.83e-14	1.03e-15	-12.48568	25.616798	-2.703852	MAP3K7	mitogen-activated protein kinase kinase kinase 7
237064_x_at	5.93e-14	1.05e-15	-12.478849	25.598609	-3.6308231		
1554433_a_at	6.09e-14	1.08e-15	-12.467775	25.56911	-4.352194	ZNF146	zinc finger protein 146
236224_at	6.12e-14	1.08e-15	-12.465451	25.562917	-3.4754216	RIT1	Ras like without CAAX 1
206102_at	6.21e-14	1.10e-15	-12.45921	25.546281	-3.2838271	GINS1	GINS complex subunit 1
220235_s_at	6.46e-14	1.15e-15	-12.443708	25.504942	-3.1563196	LRIF1	ligand dependent nuclear receptor interacting factor 1
202874_s_at	6.48e-14	1.15e-15	-12.441697	25.499578	-3.3581445	ATP6V1C1	ATPase H+ transporting V1 subunit C1
210639_s_at	6.48e-14	1.16e-15	-12.441237	25.498349	-5.1363375	ATG5	autophagy related 5
233559_s_at	6.48e-14	1.16e-15	-12.440441	25.496226	-2.8205458	WDFY1	WD repeat and FYVE domain containing 1
212322_at	6.48e-14	1.16e-15	-12.439759	25.494407	-3.1156364	SGPL1	sphingosine-1-phosphate lyase 1
201898_s_at	6.65e-14	1.19e-15	-12.429261	25.466388	-2.7041954	UBE2A	ubiquitin conjugating enzyme E2 A
222848_at	6.80e-14	1.22e-15	-12.419953	25.441534	-3.0331188	CENPK	centromere protein K
204679_at	6.84e-14	1.23e-15	-12.417501	25.434985	-3.3757197	KCNK1	potassium two pore domain channel subfamily K member 1
200727_s_at	6.88e-14	1.24e-15	-12.414541	25.427078	-3.932992	ACTR2	ARP2 actin related protein 2 homolog
206302_s_at	6.93e-14	1.25e-15	-12.411235	25.418244	-2.9321312	NUDT4P1///NUDT4P2///NUDT4	nudix hydrolase 4 pseudogene 1///nudix hydrolase 4 pseudogene 2///nudix hydrolase 4
202166_s_at	6.99e-14	1.27e-15	-12.407341	25.407841	-3.6648247	PPP1R2	protein phosphatase 1 regulatory inhibitor subunit 2
212514_x_at	7.07e-14	1.28e-15	-12.402332	25.394451	-3.2765332	DDX3X	DEAD-box helicase 3, X-linked
220692_at	7.10e-14	1.29e-15	12.399864	25.387854	2.4931083		
200753_x_at	7.16e-14	1.30e-15	-12.395828	25.377065	-3.0486955	MIR636///SRSF2	microRNA 636///serine and arginine rich splicing factor 2
215768_at	7.25e-14	1.32e-15	12.39065	25.363216	3.5151103		
203068_at	7.37e-14	1.35e-15	12.383645	25.344477	2.5902691	KLHL21	kelch like family member 21
235674_at	7.39e-14	1.35e-15	12.38236	25.34104	1.1251204		
201020_at	7.44e-14	1.36e-15	-12.379024	25.332113	-3.7646412	YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
1556123_a_at	7.74e-14	1.42e-15	12.362984	25.289171	2.0760745	RAB11B-AS1	RAB11B antisense RNA 1
211612_s_at	7.74e-14	1.43e-15	-12.362741	25.288521	-5.0277569	IL13RA1	interleukin 13 receptor subunit alpha 1
203630_s_at	7.87e-14	1.45e-15	-12.355415	25.268898	-3.2645726	COG5	component of oligomeric golgi complex 5
214501_s_at	7.87e-14	1.46e-15	-12.354739	25.267085	-2.2562228	H2AFY	H2A histone family member Y
1563111_a_at	7.87e-14	1.46e-15	-12.354448	25.266307	-3.3216162	PIGX	phosphatidylinositol glycan anchor biosynthesis class X
205208_at	7.98e-14	1.48e-15	12.348828	25.251248	2.1842808	ALDH1L1	aldehyde dehydrogenase 1 family member L1
204240_s_at	8.07e-14	1.50e-15	-12.343813	25.237806	-3.5620142	SMC2	structural maintenance of chromosomes 2
226625_at	8.09e-14	1.51e-15	12.342266	25.233659	5.6612159	TGFBR3	transforming growth factor beta receptor 3
201551_s_at	8.57e-14	1.60e-15	-12.32032	25.174795	-4.6433013	LAMP1	lysosomal associated membrane protein 1
223005_s_at	8.77e-14	1.64e-15	-12.310914	25.149545	-3.9031998	TMEM245	transmembrane protein 245
209772_s_at	9.17e-14	1.72e-15	-12.29359	25.103014	-5.1239014	CD24	CD24 molecule
206364_at	9.22e-14	1.73e-15	-12.290918	25.095833	-3.8533383	KIF14	kinesin family member 14
210057_at	9.28e-14	1.74e-15	-12.287918	25.08777	-2.5128809	LOC101060386///BOLA2///SMG1	putative uncharacterized SMG1-like protein///bolA family member 2///SMG1, nonsense mediated mRNA decay associated PI3K related kinase
205451_at	9.47e-14	1.78e-15	12.279262	25.064498	1.3650238	FOXO4	forkhead box O4
205614_x_at	9.47e-14	1.78e-15	12.278998	25.06379	2.7055889	MST1	macrophage stimulating 1
242862_x_at	9.50e-14	1.79e-15	12.277226	25.059022	2.0125073		
204320_at	9.55e-14	1.81e-15	-12.274647	25.052088	-7.560804	COL11A1	collagen type XI alpha 1 chain
210904_s_at	9.56e-14	1.81e-15	-12.273511	25.049033	-5.2394323	IL13RA1	interleukin 13 receptor subunit alpha 1
205604_at	9.86e-14	1.87e-15	12.260855	25.014981	2.0581398	HOXD9	homeobox D9
202552_s_at	9.86e-14	1.87e-15	12.260722	25.014624	2.8658296	LOC101929500///CRIM1	uncharacterized LOC101929500///cysteine rich transmembrane BMP regulator 1
213102_at	9.95e-14	1.90e-15	-12.256663	25.003696	-1.6866721	ACTR3	ARP3 actin related protein 3 homolog
203010_at	9.95e-14	1.90e-15	12.25593	25.001725	3.1668798	STAT5A	signal transducer and activator of transcription 5A
201043_s_at	1.01e-13	1.92e-15	-12.251082	24.988671	-3.1344444	ANP32A	acidic nuclear phosphoprotein 32 family member A
1563881_at	1.01e-13	1.94e-15	12.248104	24.980654	1.3987635	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
207175_at	1.03e-13	1.97e-15	12.24279	24.966339	8.5958848	ADIPOQ	adiponectin, C1Q and collagen domain containing
225629_s_at	1.03e-13	1.98e-15	12.241308	24.962349	2.1239565	ZBTB4	zinc finger and BTB domain containing 4
204271_s_at	1.03e-13	1.98e-15	12.239868	24.958467	4.2912595	EDNRB	endothelin receptor type B
222029_x_at	1.03e-13	1.99e-15	-12.237976	24.95337	-2.159459	MIR6834///PFDN6	microRNA 6834///prefoldin subunit 6
232078_at	1.03e-13	1.99e-15	-12.237694	24.95261	-3.9652004	NECTIN2	nectin cell adhesion molecule 2
207168_s_at	1.03e-13	2.00e-15	-12.236905	24.950486	-1.7750133	H2AFY	H2A histone family member Y
214882_s_at	1.05e-13	2.03e-15	-12.231865	24.936904	-2.31236	MIR636///SRSF2	microRNA 636///serine and arginine rich splicing factor 2
37384_at	1.05e-13	2.04e-15	12.228511	24.927863	2.3899833	PPM1F	protein phosphatase, Mg2+/Mn2+ dependent 1F
213706_at	1.07e-13	2.07e-15	12.223345	24.913936	5.7091212	GPD1	glycerol-3-phosphate dehydrogenase 1
218368_s_at	1.07e-13	2.09e-15	-12.220451	24.906132	-4.1878736	TNFRSF12A	TNF receptor superfamily member 12A
232800_at	1.09e-13	2.12e-15	12.214852	24.891032	3.7926393		
213737_x_at	1.13e-13	2.21e-15	12.200324	24.851831	1.7107041	GOLGA8N	golgin A8 family member N
242074_at	1.13e-13	2.21e-15	-12.198818	24.847767	-2.6783305		
1552264_a_at	1.13e-13	2.22e-15	-12.198147	24.845956	-2.3737423	MAPK1	mitogen-activated protein kinase 1
224982_at	1.14e-13	2.23e-15	-12.19606	24.840321	-3.4675914	AKT1S1	AKT1 substrate 1
1555827_at	1.15e-13	2.26e-15	-12.191124	24.826993	-2.8586449	CCNL1	cyclin L1
228291_s_at	1.17e-13	2.31e-15	12.182893	24.804762	1.8605846	KIZ	kizuna centrosomal protein
201292_at	1.19e-13	2.35e-15	-12.176381	24.787166	-5.7833416	TOP2A	topoisomerase (DNA) II alpha
200922_at	1.20e-13	2.38e-15	-12.171838	24.774889	-4.3837923	KDELR1	KDEL endoplasmic reticulum protein retention receptor 1
210317_s_at	1.22e-13	2.42e-15	-12.165762	24.758463	-4.0725229	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
1554572_a_at	1.25e-13	2.48e-15	-12.156891	24.734475	-3.4094583	SUV39H2	suppressor of variegation 3-9 homolog 2
220200_s_at	1.27e-13	2.52e-15	-12.151274	24.719279	-2.2240911	KMT5A	lysine methyltransferase 5A
236131_at	1.28e-13	2.54e-15	12.147586	24.709299	3.7385453		
216593_s_at	1.28e-13	2.56e-15	-12.145563	24.703826	-3.6891475	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
227249_at	1.32e-13	2.63e-15	-12.135349	24.676175	-3.0923582	NDE1	nudE neurodevelopment protein 1
201351_s_at	1.32e-13	2.64e-15	-12.133639	24.671545	-2.1496939	YME1L1	YME1 like 1 ATPase
240277_at	1.32e-13	2.65e-15	-12.13231	24.667948	-3.006187		
1553117_a_at	1.32e-13	2.65e-15	-12.131982	24.667057	-3.231353	STK38	serine/threonine kinase 38
212472_at	1.34e-13	2.70e-15	-12.125633	24.649863	-3.8851679	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
214890_s_at	1.37e-13	2.75e-15	12.118281	24.629943	2.9767636	FAM149A	family with sequence similarity 149 member A
209464_at	1.38e-13	2.78e-15	-12.114718	24.620286	-3.3246356	AURKB	aurora kinase B
201169_s_at	1.42e-13	2.87e-15	-12.103578	24.590086	-4.5476671	BHLHE40	basic helix-loop-helix family member e40
224377_s_at	1.43e-13	2.89e-15	-12.100948	24.582951	-2.428077	RAB18	RAB18, member RAS oncogene family
224458_at	1.45e-13	2.94e-15	12.093509	24.562773	1.6656727	TMEM246	transmembrane protein 246
232644_x_at	1.49e-13	3.02e-15	12.084195	24.537497	1.2047486	OCIAD1	OCIA domain containing 1
201262_s_at	1.53e-13	3.12e-15	-12.071986	24.504348	-3.9905161	BGN	biglycan
224572_s_at	1.54e-13	3.14e-15	-12.069316	24.497098	-2.5101496	IRF2BP2	interferon regulatory factor 2 binding protein 2
229538_s_at	1.54e-13	3.15e-15	-12.068651	24.495291	-2.793363	IQGAP3	IQ motif containing GTPase activating protein 3
221761_at	1.56e-13	3.20e-15	-12.063225	24.48055	-2.5982495	ADSS	adenylosuccinate synthase
215984_s_at	1.57e-13	3.21e-15	-12.061792	24.476656	-2.6180783	ARFRP1	ADP ribosylation factor related protein 1
224184_s_at	1.57e-13	3.23e-15	12.059988	24.471755	3.1357682	BOC	BOC cell adhesion associated, oncogene regulated
218979_at	1.61e-13	3.31e-15	-12.050973	24.447251	-3.0060552	RMI1	RecQ mediated genome instability 1
226400_at	1.61e-13	3.32e-15	-12.049749	24.443924	-2.7775445	CDC42	cell division cycle 42
1556026_at	1.61e-13	3.32e-15	12.049606	24.443535	2.1070853	LINC00893	long intergenic non-protein coding RNA 893
1554577_a_at	1.69e-13	3.49e-15	-12.031388	24.393981	-2.9246488	PSMD10	proteasome 26S subunit, non-ATPase 10
203108_at	1.71e-13	3.53e-15	-12.026328	24.380212	-5.7820323	GPRC5A	G protein-coupled receptor class C group 5 member A
204421_s_at	1.72e-13	3.57e-15	12.023055	24.371302	2.3167284	FGF2	fibroblast growth factor 2
223307_at	1.73e-13	3.59e-15	-12.020331	24.363885	-3.0972913	CDCA3	cell division cycle associated 3
215236_s_at	1.74e-13	3.62e-15	-12.017527	24.356249	-4.132862	PICALM	phosphatidylinositol binding clathrin assembly protein
202095_s_at	1.77e-13	3.69e-15	-12.010816	24.337974	-5.3615445	BIRC5	baculoviral IAP repeat containing 5
222433_at	1.81e-13	3.77e-15	-12.002453	24.315188	-2.3522052	ENAH	enabled homolog (Drosophila)
234339_s_at	1.81e-13	3.78e-15	12.001231	24.311859	2.2882635	SNORD23///GLTSCR2	small nucleolar RNA, C/D box 23///glioma tumor suppressor candidate region gene 2
204267_x_at	1.84e-13	3.84e-15	-11.995871	24.29725	-2.0720466	PKMYT1	protein kinase, membrane associated tyrosine/threonine 1
210541_s_at	1.86e-13	3.89e-15	-11.990754	24.283301	-3.0991235	TRIM27	tripartite motif containing 27
243338_at	1.86e-13	3.91e-15	-11.989522	24.279941	-3.3007883	CSNK1A1	casein kinase 1 alpha 1
212527_at	1.87e-13	3.92e-15	-11.98802	24.275847	-2.9410078	DESI1	desumoylating isopeptidase 1
1556006_s_at	1.87e-13	3.95e-15	-11.985871	24.269986	-3.7676313	CSNK1A1	casein kinase 1 alpha 1
203812_at	1.88e-13	3.96e-15	11.984304	24.265712	2.8592601	SLIT3	slit guidance ligand 3
204137_at	1.88e-13	3.97e-15	-11.984012	24.264916	-2.8233698	GPR137B	G protein-coupled receptor 137B
224790_at	1.94e-13	4.10e-15	-11.972068	24.232331	-2.4082579	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
204313_s_at	1.99e-13	4.23e-15	-11.960386	24.200443	-2.3935338	CREB1	cAMP responsive element binding protein 1
200841_s_at	1.99e-13	4.23e-15	-11.960267	24.200117	-4.4374862	EPRS	glutamyl-prolyl-tRNA synthetase
221041_s_at	2.02e-13	4.30e-15	-11.95442	24.184149	-3.3823016	SLC17A5	solute carrier family 17 member 5
230618_s_at	2.05e-13	4.37e-15	-11.948408	24.167727	-3.1675992		
210178_x_at	2.08e-13	4.44e-15	-11.942696	24.152121	-3.540584	SRSF10	serine and arginine rich splicing factor 10
228593_at	2.08e-13	4.44e-15	11.942345	24.15116	1.6932507	MTMR9LP	myotubularin related protein 9-like, pseudogene
205292_s_at	2.09e-13	4.47e-15	-11.940231	24.145384	-1.6705661	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
208687_x_at	2.23e-13	4.78e-15	-11.915515	24.077791	-1.413047	SNORD14D///SNORD14C///HSPA8	small nucleolar RNA, C/D box 14D///small nucleolar RNA, C/D box 14C///heat shock protein family A (Hsp70) member 8
203696_s_at	2.25e-13	4.84e-15	-11.911296	24.066247	-1.7248506	RFC2	replication factor C subunit 2
227094_at	2.27e-13	4.88e-15	-11.908078	24.057438	-3.6859152	DHTKD1	dehydrogenase E1 and transketolase domain containing 1
204147_s_at	2.27e-13	4.89e-15	-11.907132	24.054849	-2.0501525	TFDP1	transcription factor Dp-1
204146_at	2.33e-13	5.03e-15	-11.897132	24.027469	-3.2147471	RAD51AP1	RAD51 associated protein 1
217785_s_at	2.40e-13	5.17e-15	-11.886802	23.999171	-3.1722732	YKT6	YKT6 v-SNARE homolog (S. cerevisiae)
220765_s_at	2.41e-13	5.20e-15	11.884695	23.993396	3.0664282	LIMS2	LIM zinc finger domain containing 2
206209_s_at	2.46e-13	5.32e-15	11.876301	23.970389	4.5093363	CA4	carbonic anhydrase 4
213924_at	2.49e-13	5.39e-15	11.871674	23.957703	3.6371507	GNAL	G protein subunit alpha L
217234_s_at	2.54e-13	5.53e-15	-11.862712	23.933124	-4.7668047	EZR	ezrin
212141_at	2.54e-13	5.53e-15	-11.862429	23.932348	-3.3421092	MCM4	minichromosome maintenance complex component 4
201156_s_at	2.56e-13	5.57e-15	-11.859646	23.924712	-3.5475716	RAB5C	RAB5C, member RAS oncogene family
218866_s_at	2.59e-13	5.65e-15	-11.854345	23.910168	-3.5987294	POLR3K	RNA polymerase III subunit K
208905_at	2.63e-13	5.75e-15	-11.848333	23.893666	-1.9886158	CYCS	cytochrome c, somatic
233997_at	2.63e-13	5.76e-15	11.84734	23.89094	1.6446174	LOC101930064///LOC100287166	collagen alpha-1(I) chain-like///uncharacterized LOC100287166
202311_s_at	2.66e-13	5.83e-15	-11.843332	23.879934	-4.4183756	COL1A1	collagen type I alpha 1 chain
220061_at	2.68e-13	5.88e-15	11.840028	23.870862	3.5513486	ACSM5	acyl-CoA synthetase medium-chain family member 5
225465_at	2.70e-13	5.94e-15	11.836225	23.860418	2.1616646	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
216331_at	2.70e-13	5.96e-15	11.835446	23.858279	4.1051351	ITGA7	integrin subunit alpha 7
210480_s_at	2.71e-13	5.99e-15	-11.833372	23.852583	-4.0069965	MYO6	myosin VI
201277_s_at	2.72e-13	6.00e-15	-11.832592	23.850439	-2.47126	HNRNPAB	heterogeneous nuclear ribonucleoprotein A/B
211138_s_at	2.72e-13	6.02e-15	-11.831294	23.846871	-5.8431578	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)
211015_s_at	2.73e-13	6.05e-15	-11.829793	23.842748	-2.4687516	HSPA4	heat shock protein family A (Hsp70) member 4
203105_s_at	2.73e-13	6.06e-15	-11.828949	23.840428	-2.3811924	DNM1L	dynamin 1 like
215439_x_at	2.74e-13	6.09e-15	11.827294	23.835883	1.1229205		
210958_s_at	2.74e-13	6.10e-15	11.826559	23.833863	2.048301	MAST4	microtubule associated serine/threonine kinase family member 4
209393_s_at	2.74e-13	6.10e-15	-11.826443	23.833545	-2.0563191	EIF4E2	eukaryotic translation initiation factor 4E family member 2
207740_s_at	2.74e-13	6.12e-15	-11.82543	23.830761	-1.9940652	NUP62	nucleoporin 62
201772_at	2.75e-13	6.15e-15	-11.823966	23.826737	-2.5256377	AZIN1	antizyme inhibitor 1
201001_s_at	2.75e-13	6.15e-15	-11.823686	23.825967	-3.0290961	TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1	TMEM189-UBE2V1 readthrough///transmembrane protein 189///ubiquitin conjugating enzyme E2 V2///ubiquitin conjugating enzyme E2 V1
209945_s_at	2.76e-13	6.19e-15	-11.821335	23.819505	-2.2892348	GSK3B	glycogen synthase kinase 3 beta
205752_s_at	2.80e-13	6.28e-15	11.816081	23.805061	4.1085864	GSTM5	glutathione S-transferase mu 5
221748_s_at	2.80e-13	6.30e-15	11.814826	23.801612	3.7870508	TNS1	tensin 1
222441_x_at	2.84e-13	6.39e-15	-11.809721	23.787575	-2.9923893	PRELID3B	PRELI domain containing 3B
201979_s_at	2.90e-13	6.55e-15	-11.801019	23.763637	-2.2630629	PPP5C	protein phosphatase 5 catalytic subunit
228123_s_at	2.96e-13	6.70e-15	-11.792701	23.740746	-3.3367215	ABHD12	abhydrolase domain containing 12
229846_s_at	2.98e-13	6.74e-15	-11.790553	23.734834	-3.3732901	MAPKAP1	mitogen-activated protein kinase associated protein 1
225943_at	3.00e-13	6.80e-15	-11.787332	23.725966	-3.0672893	NLN	neurolysin
1559401_a_at	3.05e-13	6.93e-15	-11.780377	23.706816	-2.7345643		
200744_s_at	3.09e-13	7.02e-15	-11.775517	23.69343	-3.4437852	GNB1	G protein subunit beta 1
211048_s_at	3.12e-13	7.10e-15	-11.771261	23.681705	-2.1722974	PDIA4	protein disulfide isomerase family A member 4
1552625_a_at	3.12e-13	7.11e-15	-11.770787	23.680398	-2.5169538	TRNT1	tRNA nucleotidyl transferase 1
220691_at	3.17e-13	7.23e-15	11.76492	23.664233	2.1308938		
200751_s_at	3.19e-13	7.29e-15	-11.76193	23.655992	-3.0840181	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
212071_s_at	3.23e-13	7.40e-15	11.756586	23.641258	2.231907	SPTBN1	spectrin beta, non-erythrocytic 1
226656_at	3.24e-13	7.42e-15	11.755281	23.63766	2.6482885	CRTAP	cartilage associated protein
211098_x_at	3.26e-13	7.49e-15	-11.751952	23.62848	-2.1439632	TMCO1	transmembrane and coiled-coil domains 1
208153_s_at	3.26e-13	7.50e-15	11.7514	23.626958	2.2933882	FAT2	FAT atypical cadherin 2
217835_x_at	3.31e-13	7.63e-15	-11.745423	23.610472	-1.7682482	TGIF2-C20orf24///C20orf24	TGIF2-C20orf24 readthrough///chromosome 20 open reading frame 24
213741_s_at	3.31e-13	7.66e-15	-11.74414	23.606934	-2.9223683	KPNA1	karyopherin subunit alpha 1
1554627_a_at	3.31e-13	7.66e-15	-11.743891	23.606247	-3.459538	ASCC1	activating signal cointegrator 1 complex subunit 1
225681_at	3.31e-13	7.67e-15	-11.743625	23.605513	-4.5352688	CTHRC1	collagen triple helix repeat containing 1
222032_s_at	3.35e-13	7.75e-15	11.73971	23.59471	1.2925551	USP7	ubiquitin specific peptidase 7
219213_at	3.35e-13	7.76e-15	11.739084	23.592984	4.063387	JAM2	junctional adhesion molecule 2
1555996_s_at	3.35e-13	7.78e-15	-11.73844	23.591205	-4.3999102	MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2	microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2
201879_at	3.35e-13	7.80e-15	-11.737388	23.588303	-3.5397635	ARIH1	ariadne RBR E3 ubiquitin protein ligase 1
207791_s_at	3.36e-13	7.83e-15	-11.736103	23.584758	-4.2608833	RAB1A	RAB1A, member RAS oncogene family
204756_at	3.37e-13	7.86e-15	11.734463	23.580231	1.7170921	MAP2K5	mitogen-activated protein kinase kinase 5
1560754_at	3.38e-13	7.89e-15	11.733177	23.576682	2.393699	CMTM7	CKLF like MARVEL transmembrane domain containing 7
208621_s_at	3.38e-13	7.91e-15	-11.732361	23.57443	-4.8070643	EZR	ezrin
203952_at	3.45e-13	8.09e-15	-11.724083	23.551576	-1.6467831	ATF6	activating transcription factor 6
223158_s_at	3.50e-13	8.20e-15	-11.719102	23.537817	-2.9765128	NEK6	NIMA related kinase 6
209247_s_at	3.64e-13	8.55e-15	-11.704056	23.496245	-3.0317233	ABCF2	ATP binding cassette subfamily F member 2
201222_s_at	3.65e-13	8.59e-15	-11.702346	23.491519	-2.1341609	RAD23B	RAD23 homolog B, nucleotide excision repair protein
222473_s_at	3.65e-13	8.59e-15	-11.702294	23.491376	-2.3179699	ERBIN	erbb2 interacting protein
208721_s_at	3.67e-13	8.67e-15	-11.6991	23.482545	-3.359201	ANAPC5	anaphase promoting complex subunit 5
227257_s_at	3.70e-13	8.74e-15	-11.695995	23.473962	-3.1653436	CACUL1	CDK2 associated cullin domain 1
235093_at	3.72e-13	8.81e-15	-11.693119	23.466009	-2.4601927	PEX13	peroxisomal biogenesis factor 13
218578_at	3.74e-13	8.87e-15	-11.690634	23.459136	-2.1078351	CDC73	cell division cycle 73
221962_s_at	3.75e-13	8.91e-15	-11.689207	23.455188	-3.0275199	UBE2H	ubiquitin conjugating enzyme E2 H
